web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,data17,data18,data19,data20,data21,data22,image2,position
1776266350-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Buen trato,Daydream60830434618,"Jorge muy simpático y atento en la comida explicando todo. Agradable al trato y buenas comida. Un diez, agradable, resolutivo y de buena explicación.",¡Mil gracias por tu visita y por tus palabras! 😊 Nos alegra saber que Jorge hizo de tu experiencia algo tan positivo. Siempre intentamos cuidar cada detalle y ofrecer un trato cercano y profesional. Nos encantará volver a verte pronto 🍽️✨,1 contribución,Escrita el 26 de junio de 2025,Escrita el 30 de julio de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,
1776266350-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Fantasía,Lucía G,"La experiencia estupenda, la comida estaba buenísima, especialmente los huevos rotos con trufa. Y el servicio excelente, Jorge y el resto del equipo de 10.",¡Muchísimas gracias por tu reseña! 🥰 Nos alegra saber que disfrutaste tanto de la experiencia y que los huevos rotos con trufa te parecieron tan deliciosos 🍳✨ Jorge y todo el equipo te agradecen de corazón tus palabras. Aquí estaremos siempre encantados de recibirte de nuevo 💛,1 contribución,Escrita el 26 de junio de 2025,Escrita el 30 de julio de 2025,1,,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,
1776266350-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Muy majos todos en especial Jorge,katherin C,"Soy katherin he ido muchas veces sola y con amigos, Siempre me atiende Jorge y es muyyyyyyy buena persona me hace unos cafés súper divinos como me gustan bien cremoso, el si sabe hacer cafes siempre vengo a comer aquí me gusta sus pinchos de tortillas los mejores de Madrid","¡Mil gracias Katherin! 😊 Nos hace muchísima ilusión leer tus palabras y saber que te sientes tan a gusto con nosotros, ya sea sola o acompañada. Jorge estará encantado de saber que valoras tanto su atención y sus cafés cremosos ☕️ todo un arte. También nos alegra que disfrutes de nuestros pinchos de tortilla, que son un clásico ya en Carabanchel. Te esperamos siempre con la mejor sonrisa 💛",2 contribuciones,Escrita el 25 de junio de 2025,Escrita el 30 de julio de 2025,2,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,
1776266350-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Espectacular Astral!,Julieta M,"Es un sitio muy agradable, la atención de primera y el ambiente tranquilo por las mañanas. Ideal para tomar el desayuno, los camareros son muy atentos!, cada uno tiene su estilo pero todos comparten la amabilidad y atención al detalle","¡Gracias de corazón, Julieta! 💚
Nos alegra muchísimo que hayas disfrutado del ambiente tranquilo de las mañanas en Astral y de nuestro desayuno. Nos esforzamos para que cada cliente se sienta bien atendido, y tus palabras lo confirman 😊

Cada camarero aporta su estilo, ¡pero todos compartimos las ganas de haceros sentir como en casa! 🥰
Esperamos verte pronto de nuevo. ¡Un abrazo enorme! 🥂🍞💫",1 contribución,Escrita el 21 de junio de 2025,Escrita el 23 de junio de 2025,1,,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3a/c6/72/caption.jpg?w=300&h=300&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/c2/d4/da/julieta-m.jpg?w=100&h=-1&s=1,
1776266350-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Excelente servicio,rafael S,"Excelente atención, las tostadas, el zumo y los cafés estaban riquísimos. El trato del camarero impecable, repetiremos 100%.","¡Muchísimas gracias, Rafael! 😊☕🍊

Nos alegra muchísimo saber que disfrutaste de tu experiencia en Astral Café desde el desayuno hasta el servicio. Que destaques nuestras tostadas, zumo y cafés, y sobre todo la atención del equipo, nos llena de orgullo 🙌.

¡Aquí estaremos encantados de recibiros de nuevo! Repetir con clientes como vosotros siempre es un placer. 💛

¡Un abrazo y hasta pronto! 🥰🥐🌞",1 contribución,Escrita el 31 de mayo de 2025,Escrita el 4 de junio de 2025,1,Ser educados y respetuosos,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,
1776266350-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Buena comida y muy buen café.,Enrique M,"La calidad de los productos y la amabilidad de YANI han hecho de nuestra experiencia un momento único y maravilloso.
Lo recomiendo 100% y volveré pronto.","¡Muchísimas gracias, Enrique! 😊
Nos alegra enormemente saber que disfrutaste tanto de la comida como de nuestro café, si te interesa nuestro cafe en casa como muchos clientes hacen, contáctanos a info@astralcafe.es o puedes pasar por el restaurante y te lo preparamos recien molido para que lo puedas disfrutar en casa. ¡nos encanta cuidarlo al detalle! ☕✨

Gracias también por mencionar a Yani, que siempre pone todo su cariño en hacer que cada visita sea especial 💛. Comentarios como el tuyo nos motivan a seguir dando lo mejor.

¡Te esperamos de nuevo en Astral Café para seguir compartiendo momentos únicos! 🙌
Y ya sabes... ¡no te vayas sin probar nuestro cochinillo la próxima vez! 🔥🐷

Un abrazo del equipo",26 contribuciones,Escrita el 17 de mayo de 2025,Escrita el 19 de mayo de 2025,26,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,
1776266350-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Una celebración inolvidable con sabores de lujo y un servicio excepcional.,Mercedes,"Celebrábamos en el Astral mi jubilación y la experiencia no ha podido ser mejor. La calidad y la elaboración de los platos inmejorable, desde el paté casero, la ensalada de bacalao, los huevos rotos y por supuesto el cochinillo, tan tierno y sabroso y con su piel crujientita, un lujo. Y sin olvidarnos del vino. Todos los comensales quedamos encantados, no solo por la comida, sino también por el trato cercano, atento y absolutamente profesional. Gracias, Javier. Sin duda, el lugar más recomendable de Carabanchel","¡Muchísimas gracias por elegir Astral Café para una celebración tan especial como tu jubilación! 🥂
Nos llena de alegría saber que disfrutaste tanto de nuestros platos, especialmente del cochinillo asado, de nuestra selección de vinos y del trato que te brindamos.
Transmitiremos tus palabras a Javier y al equipo, que siempre se esfuerzan en hacer cada experiencia inolvidable.
Esperamos volver a verte muy pronto en Astral Café, tu casa en Carabanchel. ¡Un abrazo y hasta la próxima! 😊",1 contribución,Escrita el 2 de mayo de 2025,Escrita el 6 de mayo de 2025,1,,Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,
1776266294-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,,,,,,,,,,,,,,,,,,,,,,,,
1776266294-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Buena comida y mejor atención,Ramón Mendoza S,Una gran comida. No solo estaba buenísimo todo si no que te atienden con alegría y amabilidad.,2 contribuciones,Escrita el 11 de abril de 2026,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Leer más,0.0,,,,,2.0
1776266294-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Huevos estrellado,Viviane S,"Huevos espectacular con perlitas de caviar le da un toquecillo muy rico 😋 el camarero muy majete,muy recomendable.",1 contribución,Escrita el 28 de marzo de 2026,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,Leer más,0.0,,,,,1.0
1776266294-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Astral,Laura A,La comida buenísima y el trato excelente!! Los camaremos majísimos!,1 contribución,Escrita el 28 de marzo de 2026,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,,Leer más,0.0,,,,,1.0
1776266294-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,el mejor restaurante,montse a,"espectacular trato, los camareros super majos, dejaros aconsejar por Javi q siempre tiene algo super rico y no os olvidéis de pedir su café y la tarta de queso que está muy buena",6 contribuciones,Escrita el 21 de marzo de 2026,,,,Calidad/precio,Ambiente,Servicio,Comida,hablar con Javi que es muy majo y gracioso,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,Leer más,0.0,,,,,6.0
1776266294-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Gran atención y buena calidad de comida,Leonor D,"Comida de gran calidad y sobretodo el trato de los camareros inigualable, totalmente recomendable",1 contribución,Escrita el 26 de febrero de 2026,"¡Muchísimas gracias por tu reseña! Nos alegra un montón saber que disfrutaste de la calidad de nuestra comida y del trato de nuestro equipo. 😄💛 Comentarios como el tuyo nos inspiran a seguir dando lo mejor cada día.
¡Esperamos verte de nuevo muy pronto para seguir compartiendo momentos deliciosos juntos! 🍽️✨",Escrita el 19 de marzo de 2026,Francisco Javie... S,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,1.0
1776266294-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Experiencia en Astral Cafe,Alberto,"​Visitamos el restaurante recientemente y salimos encantados. Desde el primer momento, el trato fue excepcional; el personal es muy amable y te hace sentir como en casa, cuidando cada detalle para que la comida sea perfecta.

​Lo que más nos sorprendió fue su carta, llena de platos de creación propia que se salen de lo común. Probamos los huevos rotos con perlas de trufa, que tienen un sabor intenso y delicioso, unas mini hamburguesas riquísimas y una ensalada de salmón con aguacate y mango que era pura frescura y contraste de sabores.
​Para terminar, el postre fue el broche de oro: una tarta de queso exquisita, sin duda una de las mejores que hemos probado.

​Es el lugar ideal si buscas una cocina creativa, productos de calidad y un ambiente acogedor. ¡Repetiremos seguro! Muy recomendable.",4 contribuciones,Escrita el 23 de febrero de 2026,"¡Hola APSerrano! 🌟
¡Muchísimas gracias por compartir tu experiencia tan detallada y positiva! Nos alegra enormemente saber que disfrutaste de cada momento en Astral Cafe, desde la atención del equipo hasta cada plato de nuestra carta. 🥰🍽️
Nos hace mucha ilusión que los huevos rotos con perlas de trufa, las mini hamburguesas, la ensalada de salmón y, por supuesto, la tarta de queso hayan sido de tu gusto. Tu descripción transmite justo lo que queremos ofrecer: creatividad, sabor y un ambiente acogedor. ✨
¡Nos encantará recibiros de nuevo y seguir sorprendiendo vuestro paladar! 😄💛",Escrita el 19 de marzo de 2026,Francisco Javie... S,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/74/eb/52/apserrano.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,4.0
1776266294-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Excelente experiencia,Jorge Alberto P,"Excelente atención, sin duda seguimos comiendo allí. Inmejorable trato y don de gentes.",3 contribuciones,Escrita el 21 de febrero de 2026,"¡Hola beticoperez! 🌟
¡Muchísimas gracias por tu reseña tan positiva! Nos llena de alegría saber que disfrutaste de nuestra atención y que te sentimos como en casa. 🥰💛 Comentarios como el tuyo nos motivan a seguir ofreciendo lo mejor en cada visita. ¡Estamos deseando verte de nuevo y seguir compartiendo momentos deliciosos juntos! 🍽️✨
¡Un abrazo grande de todo el equipo! 🎉",Escrita el 19 de marzo de 2026,Francisco Javie... S,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,3.0
1776266294-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Gratísima sorpresa,dhherrero,"Sitio muy recomendable, sorprende su cuidada cocina en lo que parece un bar de barrio de toda la vida, con una esmerada atención, como si fueras de casa y tomarás el aperitivo todos los días desde la primera vez que vas. 
Cocina con toques modernos pero sabor de todas la vida.
Muy amables.
Y un muy buen cafe",52 contribuciones,Escrita el 18 de febrero de 2026,"¡Muchísimas gracias por tu reseña! 😊
Nos alegra muchísimo saber que fue una gratísima sorpresa y que sentiste ese ambiente cercano como de casa desde el primer momento. Es justo lo que buscamos: combinar una cocina cuidada, con toques modernos pero sabor de siempre.
Gracias también por destacar el trato del equipo y el café ☕️
¡Te esperamos de nuevo muy pronto! ✨",Escrita el 19 de marzo de 2026,Francisco Javie... S,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,52.0
1776266294-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,"Genial el trato, el género y la elaboración. Riquísimo todo. Volveré sin diuda",Gonzalo G,"Buenísimo todo: genero, preparación y atención. Volveré sin duda soy reincidente. La ensalada de bacalao y la tarta de queso un espectáculo. Un sitio de toda la vida.",2 contribuciones,Escrita el 16 de febrero de 2026,"¡Muchísimas gracias! 😊
Nos alegra un montón saber que disfrutaste tanto de la comida, el producto y el trato. Qué ilusión que repitas y que destaques la ensalada de bacalao y la tarta de queso 🍰
¡Aquí tienes tu casa siempre, te esperamos de nuevo muy pronto!",Escrita el 19 de marzo de 2026,Francisco Javie... S,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,Leer más,0.0,,,,,2.0
1776266294-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Una grata sorpresa,Juan Carlos R,"Entramos sin demasiadas expectativas por el exterior y salimos muy soprendidos! Todo buenísimo y el servicio por parte de Jorge estupendo, muy profesional y atento.
Muy recomendable",7 contribuciones,Escrita el 7 de enero de 2026,"¡Muchísimas gracias por tu reseña! 😊
Nos alegra muchísimo saber que fue una grata sorpresa y que disfrutasteis tanto de la comida como del servicio. Jorge estará encantado de leer tus palabras.
¡Gracias por recomendarnos y os esperamos pronto de nuevo! ✨🍽️",Escrita el 23 de enero de 2026,Francisco Javie... S,Servicio,,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,7.0
1776266294-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Increíble cafetería local,Mark D,"Increíble joya escondida en este barrio local. La hospitalidad es increíble. La comida está recién preparada. El pastel de queso de la casa es para morir. Y el Medio Cochinillo es increíble y vale la pena conducir a él, fresco y tierno como la carne de mantequilla se cae del hueso y la piel simplemente crujiente. El pulpo para el aperitivo es tan tierno y sabroso con las papas asadas. Seguido de una cerveza fría con limón. Un lugar increíble para comer.",1 contribución,Escrita el 24 de diciembre de 2025,"Thank you so much for this amazing review! We’re truly happy you found us and enjoyed the hospitality, the fresh food, and all those special dishes. So glad you loved our house cheesecake, the medio cochinillo, and the octopus with roasted potatoes. We can’t wait to welcome you back again soon! 😊✨",Escrita el 23 de enero de 2026,Francisco Javie... S,Calidad/precio,Ambiente,Servicio,Comida,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,1.0
1776266294-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Sitio excelente,Alejandro P,"Sitio excelente en el barrio! Servicio super atento y de buenisima calidad. Sitio de café de especialidad! Pedimos flor de alcachofa, oreja y tarta de queso. Quedan pocos bares asi en Madrid.",1 contribución,Escrita el 14 de diciembre de 2025,,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,Leer más,0.0,,,,,1.0
1776266294-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Excelente,Laura E,"Cocina excelente con mucho detalle  y un servicio de 10. Además, los camareros son encantadores. Muy recomendable!!!!",1 contribución,Escrita el 13 de diciembre de 2025,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,Leer más,0.0,,,,,1.0
1776266294-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,El cochinillo,rgacebes,"Un cochinillo espectacular, los entrantes muy bien y  la atención también, un sitio para repetir sin ninguna duda. Dentro de poco volveremos, gracias",14 contribuciones,Escrita el 13 de diciembre de 2025,¡Muchas gracias! Nos encanta saber que valoras tanto el servicio y la comida. Nos alegra mucho que disfrutaras de las raciones y del cochinillo. Un placer tenerte por aquí y esperamos verte pronto de nuevo. 💫,Escrita el 22 de diciembre de 2025,Francisco Javie... S,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,14.0
1776266294-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Sitio top,Diego G,Super majo! La comida excelente.Super atentos!! Volveremos y tambien con amigos para poder disfrutar de todas las alternativas.Gracias!!,1 contribución,Escrita el 30 de noviembre de 2025,"¡Gracias por tu reseña, Diego!
Nos alegra muchísimo que te sorprendiera la calidad de los platos y ese toque diferente que intentamos dar a cada receta. 😊
Un placer haberte tenido con nosotros. ¡Te esperamos pronto para seguir disfrutando! 🙌🍽️",Escrita el 22 de diciembre de 2025,Francisco Javie... S,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,Leer más,Leer más,0.0,,,,,1.0
1776266334-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Cena para repetir,Rebe R,Una velada agradable. Jorge y todo el equipo muy amables. Agradecemos sus recomendaciones y el buen trato. Volveremos:),"¡Mil gracias por tu reseña! 🙌✨
Nos alegra que hayas disfrutado de la velada y de la atención de Jorge y el equipo. ¡Aquí os esperamos para la próxima! 🥂🍽️",1 contribución,Escrita el 6 de octubre de 2025,Escrita el 18 de octubre de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
1776266334-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Lo mejor de la noche,Jimena C,Estupenda atención y la comida esquisita  y el chico con una atención estupenda y muy atento volvería para tomar copas y cenar lo recomiendo gracias 😻,"¡Muchísimas gracias por tu reseña! 🥰
Nos alegra saber que disfrutaste tanto de la comida como de la atención. Será un placer volver a recibirte para seguir compartiendo buenos momentos 🍸🍽️✨",5 contribuciones,Escrita el 3 de octubre de 2025,Escrita el 18 de octubre de 2025,5,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,Leer más,Leer más,0,,,,
1776266334-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Increíble sorpresa!,Lara B,"Fuimos a este restaurante y la experiencia fue espectacular de principio a fin. Todo lo que pedimos estaba increíble. Empezamos con unas croquetas de jamón muy sabrosas y una ensalada de burrata fresca y deliciosa. Los huevos estrellados con trufa fueron todo un espectáculo: los camareros rompieron la yema en la mesa y añadieron aceite de trufa, un detalle que elevó aún más el sabor.

Después compartimos 500g de filete de vaca y un T-bone, ambas carnes con un sabor excepcional. Los panes también merecen mención aparte: de distintos tipos y todos riquísimos. Y para rematar, los postres… la tarta de queso fue la gran protagonista, ya que el camarero la flameó en directo, dejando una presentación y un sabor únicos.

Un 10 en: comida, ambiente y atención del personal, que fue siempre cercana y muy profesional.

Volveremos sin dudarlo","¡Muchísimas gracias, Lara! 😍✨
Nos encanta leer reseñas tan completas y llenas de detalle como la tuya. Qué alegría saber que disfrutasteis de principio a fin: desde las croquetas y la burrata hasta la carne, los panes y, por supuesto, nuestra tarta de queso flameada. 🔥🍰

Transmitiremos tus palabras a todo el equipo, que siempre pone el corazón para que la experiencia sea de 10. ❤️ ¡Será un placer recibiros de nuevo muy pronto!",1 contribución,Escrita el 27 de septiembre de 2025,Escrita el 29 de septiembre de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,Leer más,Leer más,0,,,,
1776266334-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991697-Reviews-Cafe_Astral-Madrid.html,Atención y calidad excelentes,Juan Antonio A,Los camareros atendieron muy bien.  La calidad de los productos es alta. Además tiene una amplia terraza donde el ambiente es agradable.,¡Muchas gracias por tu reseña! 🌟 Nos alegra saber que disfrutaste de la atención de nuestros camareros y de la calidad de nuestros productos 🍽️✨. Nos encanta que también hayas disfrutado de nuestra amplia terraza y el ambiente agradable 🌞🍹. ¡Te esperamos pronto de nuevo en Astral Café! 🎉,1 contribución,Escrita el 26 de septiembre de 2025,Escrita el 29 de septiembre de 2025,1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Francisco Javie... S,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,,Leer más,Leer más,0,,,,
