web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,position,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,data17,image11,image12,image13,data18,data19
1777309745-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,TOP TOP TOP,Marivanavarro,"Habíamos estado hacía dos años y ya nos había encantado pero la vuelta que le han dado ahora es BRUTAL. Cuando entras a un sitio agradable, el trato es cercano y cordial, el servicio impecable y la explosión de sabores en cada plato se te queda impregnado en tu cabeza durante semanas...... qué más puedo decir. Está en el Top de mi lista particular, sin duda y lo recomiendo sin pensarlo. Ha subido de precio pero justificadísimo. Volveré cada vez que vuelva a Madrid. Comimos el menú y un acierto total y los cócteles espectaculares. Gracias Andrés y Pablo y al resto por hacer un rato tan agradable.",131 contribuciones,131,Escrita el 26 de julio de 2022,"Santa Brígida, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/ef/img-20220710-wa0105-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/f0/img-20220710-wa0104-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/f1/img-20220710-wa0103-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/f2/img-20220710-wa0102-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/ed/img-20220710-wa0110-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/ee/img-20220710-wa0107-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/e9/img-20220710-wa0121-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/ea/img-20220710-wa0118-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/eb/img-20220710-wa0115-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/f6/f3/ec/img-20220710-wa0114-largejpg.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,
1777309745-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Impresionante !!! Iría todos los días,Mary5003,"Impresionante !!! 
La comida es espectacular de inicio a fin.
Tomamos el Menú degustación 360 pues era la primera vez que fuimos  para probar muchas cosas de la carta y es absolutamente maravillosa la mezcla de sabores 
La bodega también muy buenas menciona especial a Celeste que hace un trabajo muy bueno!!",32 contribuciones,32,Escrita el 23 de julio de 2022,"Alicante, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e9/2c/3b/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e9/2c/3c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e9/2c/3d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/e9/2c/3e/caption.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,,
1777309745-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Carta original,Javier Delgado,"Local acogedor. Servicio muy simpático y profesional. Carta original, aunque si vas muchas veces como yo, llega un momento q te toca repetir cositas. Buena coctelería. Las croquetas son un must. El único pero es que desde que tiene la plaqueta de Repsol ha subido de precio, y ahora es original, pero caro.",6827 contribuciones,6827,Escrita el 2 de julio de 2022,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/0d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/0e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/0f/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/0b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/0c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/07/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/08/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/09/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/6d/07/0a/caption.jpg?w=300&h=300&s=1,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/ab/6d/03/caption.jpg?w=100&h=-1&s=1,,,,
1777309745-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,"Menú degustación,bebida y trato, excelente",Francachela,"Hemos tomado el menú degustación. Y un completo acierto. Platos originales, equilibrados, y  una buena relación calidad/precio. Los cócteles y vinos a la altura de la comida. Una experiencia de 10.",13 contribuciones,13,Escrita el 26 de junio de 2022,13 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/e0/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/84/1b/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/84/1d/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/84/37/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/c7/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/cf/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/72/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/ad/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/ae/kuoco-360-food.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/45/83/c1/kuoco-360-food.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,,,,
1777309745-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Repetimos seguro,Nuria C,"Unos platos de diez solo superados por el servicio, que son lo más. Calidad, profesionalidad y originalidad. No se puede pedir más.",10 contribuciones,10,Escrita el 23 de junio de 2022,"San Cristóbal de La Laguna , España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,0,,,,,
1777309745-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Gran menú degustación,Ramon R,"Gran descubrimiento, reservamos aquí sin tener referencias de nadie que hubiese estado y fue todo un descubrimiento, un menú degustación que muy bueno, mezcla de sabores muy intensos, merece la pena",142 contribuciones,142,Escrita el 20 de junio de 2022,"Móstoles, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,,,,
1777309745-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Kuoco brilla,Madrid Bocados,"El venezolano Rafa Bérgamo ha conseguido hacer de Kuoco 360, en los alrededor de 6 años que lleva abierto, uno de los mejores restaurantes de cocina fusión, o hablando en absoluto, uno de los mejores restaurantes de Madrid. Poco a poco los reconocimientos van llegando, y ya cuenta con un Sol Repsol.

Aunque su ticket ha subido notablemente, por el camino ha ganado  una gran calidad. Influencias asiáticas, peruanas y hasta francesas se mezclan en una carta en la que los clásicos de toda su trayectoria siguen brillando con luz propia. El wonton de pastor, la croqueta de pato Pekín o el ceviche 7 potencias siguen estando entre sus mejores platos y son básicos que pedimos en cada visita.

Aparte de esos grandes bocados que debes pedir sí o sí, dejarte orientar por los camareros para que te recomienden entre los platos fuera de carta es siempre una buena opción. Gracias a ello también descubrimos tremendos platos, como el jurel gallego o los mini brioches de steak tartar o lobster roll. Nos quedamos con ganas de más, no tardaremos en volver.

✅Puntos fuertes: tiene la mejor cocina fusión de todo Madrid.

⭕️Puntos débiles: ha ido multiplicando su precio.

💵Precio: a partir de 70 euros por persona.

💻 Podéis seguirnos también en nuestra cuenta de Instagram, @madridbocados. Allí encontrarás reseñas detalladas. Hasta el próximo bocado.",5153 contribuciones,5153,Escrita el 25 de mayo de 2022,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a7/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a8/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a9/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/aa/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a4/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a6/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/9f/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a0/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a1/kuoco-360-food.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/84/4d/a3/kuoco-360-food.jpg?w=300&h=-1&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5d/c5/e9/javier-m.jpg?w=100&h=-1&s=1,,,,
1777309745-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,¡WOW!,Monanicolina,"Todo una experiencia gastronómica! He repetido dos findes seguidos y volveré pronto. La primera vez en familia pedimos de la carta de temporada y hoy con mi pareja el menú degustación. Una explosión de sabores, fusiones muy sorprendentes y todo a un precio más que aceptable teniendo en cuenta la calidad de la comida y del servicio. Todos los camarer@s son TOP, a parte de profesionales muy simpáticos y atentos. Los cócteles increíbles y la selección y recomendación de vinos excelente. Gracias!!",57 contribuciones,57,Escrita el 15 de mayo de 2022,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/66/99/36/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/66/99/37/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/66/99/38/caption.jpg?w=300&h=300&s=1,,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/4c/36/caption.jpg?w=100&h=-1&s=1,,,,
1777309745-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,"Más que una cena, una experiencia :)",Sandrisima1,"Desde el momento en el q te sientas tienes un camarero explicándote la carta y cómo sería la mejor opción de pedir para sacarle el jugo a esta experiencia.
Pedimos 2 bocados por persona, 2 entrantes, 2 fuertes y 1 postre. Todo para compartir. Botella de vino de Alsacia y un cocktail
Todas salimos impresionadas. Mezcla de sabores, texturas perfectamente combinados y marinados. No se con que me quedaría de todo.. el trato y la atención geniales. Fue simplemente EXTRAORDINARIO.
Por 60€ puedes comer algo muy TOP.
Tienen el menú degustación por 68€ + bebida.
Nota: es muy chiquito. Se ha de reservar con tiempo!",161 contribuciones,161,Escrita el 1 de mayo de 2022,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/48/37/17/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/48/37/18/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/48/37/13/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/48/37/14/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/48/37/15/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/48/37/16/caption.jpg?w=300&h=300&s=1,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/99/3e/12/caption.jpg?w=100&h=-1&s=1,,,,
1777309745-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Mucho por pulir,Rafael Latorre,"Local, servicio y cocina tienen un largo camino para una fusión que sí consigue la oferta culinaria.
Chueca alberga un angosto y ventoso (ver puerta de acceso con generosa corriente de aire) local que genera una impresión inicial de que las cosas pueden no ir tan bien...
El servicio ofrece una fusión siempre amable, pero automatizada; se percibe cierto exceso de confianza de sus platos y las prisas no son buenas consejeras.
Ya en el meollo del local, pocos, muy pocos peros; una corvina marcada en exceso y con un punto picante excesivo que ninguneaba a cualquier variedad de pescado quizás sea el fallo (a mi juicio) mayor. El resto, muy bueno.
En cualquier caso una RCP muy razonable y alguna referencia de su bodega que alegrará las escasas sombras que haya podido trazar en el comentario.",50 contribuciones,50,Escrita el 26 de abril de 2022,"Valencia, España",Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/26/43/75/rlatorretur.jpg?w=100&h=-1&s=1,,,,
1777309709-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Impresionado y muy contento,gelinot,"Ni es un sitio barato, ni de los que se puede ir, para no hacer la cena en casa.
Es un sitio de los que se debe ir a disfrutar de la comida, y del tremendo  talento de chef, somelier y cocketelero.
Los bocados, inolvidables. La croqueta de Chili crab tiene toda la esencia de una centolla en una croqueta.
En los entrantes destacar el ""7 potencias"" especie de ceviche homenaje al humilde y popular cocktail de las playas de la isla de Margarita. Un bonito homenaje nostálgico que mejora, de lejos, al original.
En los principales, la carrillera te transporta al Sukothai de Bangkok con sus toques de jengibre y lemongrass y te trae de vuelta con la mantequilla de cacahuete de los buenos sates de Singapore.
También se me cayó el ojo por un pichón de Bress que vi pasar a una mesa cercana.
Y, cuando creías que no se puede mejorar, te traen el postre y casi te olvidas de todo lo anterior.

Mi única melancolía fue constatar, una vez más, cuanta gente a tenido que salir de un lugar maravilloso como Venezuela, por culpa de unos déspotas; para poder vivir dignamente de su talento y su trabajo.",312 contribuciones,312,Escrita el 25 de febrero de 2023,312 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/57/38/78/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/57/38/79/capti_r.jpg?w=300&h=-1&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/57/38/76/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/57/38/77/caption.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,,,,
1777309709-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Lo mejor de los últimos tiempos,Carlos Q,"Un sitio de los que últimamente más me han sorprendido para bien, yo voy a muchos sitios a comer o cenar, obligado por el trabajo o por ocio, ya que tengo pasión por la comida, lo que hace que valore más la sorpresa que la comida y me explicó, en Madrid hay una oferta gastronómica enorme y de mucha calidad, por lo que hacerlo bien y enca sorprender es muy de valorar y ahí está Kuoko con una oferta increíble y sorprendente, si a eso le sumas que el personal son un encanto nos da un 10 o más si hubiera. Muy recomendable.",156 contribuciones,156,Escrita el 20 de febrero de 2023,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,,,,,,
1777309709-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Impresionante!! Absolutamente recomendable!!,Esperanza D,"Impresionante!! Un menú memorable!! Una sorpresa y una experiencia única en cada plato. De lo mejor que hemos probado, y hemos estado en restaurantes con más estrellas. No puedo elegir que pase me ha gustado más: el steak tartar coreano, el ciervo franco japonés, la ostra, la croqueta de pato laqueado.., todo una maravilla. Los postres exquisitos. El local es acogedor y muy agradable, y el servicio súper amable y profesional, y te explican cada plato. No perderse los cocktails, originales y muy ricos. Absolutamente recomendable!! Volveremos sin duda!!",1402 contribuciones,1402,Escrita el 30 de enero de 2023,"Zaragoza, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/e7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/e8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/ea/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/eb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/ec/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/e9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/ed/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/e5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0d/36/e6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/5f/80/c9/esperanza-d.jpg?w=100&h=-1&s=1,,,,,,
1777309709-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Menú delicioso y sorprendente,Civilin,"Habíamos leído que mucha gente recomendaba pedir el menú degustación y así lo hicimos. Yo recomiendo lo mismo. Todos los platos estaban riquísimos y los sabores y texturas son sorprendentes para bien. Todo nos gustó mucho pero resaltaría: la gamba al ajillo thai, la croqueta de pato pekin, la sopa acipicante era excepcional así como uno de los postres, el monaka.
La relación calidad precio me pareció muy buena, buen servicio y local agradable. Personalmente tendría la música de ambiente un poco más baja pero este es un tema general en nuestro país. Resumiendo, recomiendo mucho ir a a este restaurante dejarse sorprender por su menú",187 contribuciones,187,Escrita el 23 de enero de 2023,"Palencia, España",,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",1,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/95/5b/c0/civilin.jpg?w=100&h=-1&s=1,,,,,,
1777309709-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Sabores potentes,Francisco P,"Excelente menú degustación. Lo tomamos con la opción de maridaje, genial todos los vinos. Cada plato una experiencia pero si se puede destacar algo común a todos es la fuerza que tenían, una combinación de sabores donde ningún ingrediente sobresalía del resto. Los camareros muy agradables, pero quizá porque la música estaba demasiado alta o ellos explicaban los platos demasiado rápido, tanta información sobre los platos  era difícil de asimilar.",49 contribuciones,49,Escrita el 27 de diciembre de 2022,"Eindhoven, Países Bajos",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,
1777309709-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Experiencia Gastronómica Excelente,Jose a,"Local acogedor con música ambiente, el personal de sala y cocina un 10 en explicar cada plato que nos traían.

La carta difícil de interpretar, pero con la ayuda del personal de sala fue mucho más fácil, nos recomendaron platos y postres originales y de cocina fusión, para degustar en nuestro paladar.
Como critica constructiva la musica ambiente estaba un poco elevada.
Restaurante muy recomendable 100% nosotros volveremos sin duda alguna.
Andrés un profesional como todo su equipo, saben vender su producto, nosotros nos sentimos muy a gusto en todo momento y nos hicieron pasar una vela inolvidable, gracias por toda la paciencia y amabilidad que nos habéis dado.
Gracias equipo Kuoco 360",97 contribuciones,97,Escrita el 9 de diciembre de 2022,"Barcelona, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/42/12/4a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/42/12/4b/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/42/12/48/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/42/12/49/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b6/6a/8f/jose-a.jpg?w=100&h=-1&s=1,,,,,,
1777309709-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11905394-Reviews-Kuoco_360_food-Madrid.html,Sitio para disfrutar,blety83,"Realmente hemos disfrutado de la comida que hemos tomado, a nada se le puede sacar un simple pero, la atención realmente buena y personalizada

Sito para repetir y la próxima vez iremos al menú degustación",36 contribuciones,36,Escrita el 8 de diciembre de 2022,"Pozuelo de Alarcón, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,
